"filename","IRT","Average","Greedy","GreedyMean","ICWA","Max","Thres","Cor90","Cor80","Cor70"
"abalone_C1_P02_V01_CA0",0.68996336996337,0.739294039294039,0.740752580752581,0.740945720945721,0.737782217782218,0.709184149184149,0.738051948051948,2,10,20
"abalone_C1_P02_V01_CA1",0.691288711288711,0.674825174825175,0.666573426573427,0.675997335997336,0.671515151515152,0.642557442557443,0.661435231435231,0,8,18
"abalone_C1_P02_V02_CA0",0.678847818847819,0.694085914085914,0.699240759240759,0.706213786213786,0.679333999333999,0.664648684648685,0.675877455877456,0,8,20
"abalone_C1_P02_V02_CA1",0.681978021978022,0.681904761904762,0.678341658341658,0.694358974358974,0.684229104229104,0.672460872460872,0.671868131868132,0,8,16
"abalone_C1_P02_V03_CA0",0.667785547785548,0.660952380952381,0.671282051282051,0.683449883449883,0.660639360639361,0.664259074259074,0.674658674658675,2,8,20
"abalone_C1_P02_V03_CA1",0.67015651015651,0.646993006993007,0.66020646020646,0.657655677655678,0.646040626040626,0.654152514152514,0.632281052281052,0,8,20
"abalone_C1_P02_V04_CA0",0.685487845487845,0.67040959040959,0.702937062937063,0.689197469197469,0.653746253746254,0.64008658008658,0.670616050616051,0,8,20
"abalone_C1_P02_V04_CA1",0.659214119214119,0.656177156177156,0.656536796536797,0.658428238428238,0.642424242424242,0.641345321345321,0.654508824508825,0,8,18
"abalone_C1_P02_V05_CA0",0.721618381618382,0.729343989343989,0.729350649350649,0.731282051282051,0.716057276057276,0.710909090909091,0.735357975357975,0,10,20
"abalone_C1_P02_V05_CA1",0.697509157509158,0.726500166500166,0.505994005994006,0.705900765900766,0.721778221778222,0.710646020646021,0.727522477522478,0,8,18
"abalone_C1_P02_V06_CA0",0.810962370962371,0.787872127872128,0.791215451215451,0.790576090576091,0.764089244089244,0.716816516816517,0.775667665667666,0,8,20
"abalone_C1_P02_V06_CA1",0.790869130869131,0.793706293706294,0.786393606393606,0.791122211122211,0.784788544788545,0.769144189144189,0.793010323010323,0,8,18
"abalone_C1_P02_V07_CA0",0.722457542457542,0.751008991008991,0.718807858807859,0.76001998001998,0.757016317016317,0.737116217116217,0.73017316017316,0,8,20
"abalone_C1_P02_V07_CA1",0.703916083916084,0.681278721278721,0.663896103896104,0.688118548118548,0.681984681984682,0.669517149517149,0.667179487179487,0,8,16
"abalone_C1_P02_V08_CA0",0.739367299367299,0.743563103563104,0.742777222777223,0.742777222777223,0.737602397602398,0.708118548118548,0.746666666666667,0,8,20
"abalone_C1_P02_V08_CA1",0.721871461871462,0.735804195804196,0.727878787878788,0.744262404262404,0.742324342324342,0.717022977022977,0.711248751248751,0,8,16
"abalone_C1_P02_V09_CA0",0.6799000999001,0.676536796536797,0.694645354645355,0.688711288711289,0.666260406260406,0.662231102231102,0.68035631035631,0,8,20
"abalone_C1_P02_V09_CA1",0.676356976356976,0.674745254745255,0.659040959040959,0.667192807192807,0.656197136197136,0.637156177156177,0.651421911421911,0,8,16
"abalone_C1_P02_V10_CA0",0.725241425241425,0.733186813186813,0.741192141192141,0.740939060939061,0.73043623043623,0.720586080586081,0.731145521145521,0,8,20
"abalone_C1_P02_V10_CA1",0.712067932067932,0.707858807858808,0.7003996003996,0.707812187812188,0.70989676989677,0.683849483849484,0.71035631035631,0,8,16
"abalone_C1_P05_V01_CA0",0.737129537129537,0.724526755295986,0.705263966802428,0.719178257639796,0.703806449960296,0.681336612105843,0.722389149312226,2,10,22
"abalone_C1_P05_V01_CA1",0.737969722585107,0.731678577832424,0.738635723251108,0.733212940905249,0.714418914418914,0.693412997259151,0.715730423422731,0,8,16
"abalone_C1_P05_V02_CA0",0.730431107354184,0.723269038653654,0.724419170573017,0.741878634186326,0.703424780347857,0.684822869438254,0.715066984297754,2,8,20
"abalone_C1_P05_V02_CA1",0.704159942621481,0.712333820026128,0.492177053715515,0.709721048182587,0.69942621481083,0.683412741105049,0.695790107328569,0,8,18
